SeedCode,LA Name,Centre Type,School Name,Address 1,Address 2,Address 3,Post code,E-mail,Phone,Primary,Secondary,Special,Primary roll,Secondary roll,Special roll,Primary,Secondary ,Special,6-Fold Urban/rural measure(1),8-fold Urban/rural measure(1),Denomination,Proportion of pupils from minority ethnic groups(3),Proportion of pupils who live in 20% most deprived datazones in Scotland(4)
8338132,East Dunbartonshire,Local Authority,Lenzie Academy,Myrtle Avenue,Lenzie,,G66 4HR,office@lenzieacademy.e-dunbarton.sch.uk,0141 955 2379,.,Secondary,.,.,1162,.,.,94.7,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,5 - <10%
1003542,East Dunbartonshire,Local Authority,Lenzie Meadow Primary School,Myrtle Avenue,LENZIE,GLASGOW,G66 4HW,office@lenziemeadow.e-dunbarton.sch.uk,0141 955 2366,Primary,.,.,596,.,.,28.3,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,0 - <5%
5404622,Fife,Local Authority,Leslie Primary School,31 Rothes Park,Leslie,GLENROTHES,KY6 3LL,Leslieps.enquiries@fife.gov.uk,01592 583433,Primary,.,.,211,.,.,11.42,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,35 - <40%
8550131,South Lanarkshire,Local Authority,Lesmahagow High School,Strathaven Road,Lesmahagow,,ML11 0FS,office@lesmahagow.s-lanark.sch.uk,01555 896010,.,Secondary,.,.,554,.,.,53.1,.,Accessible small towns,Accessible small towns,Non-denominational,0 - <5%,15 - <20%
5901227,Dumfries & Galloway,Local Authority,Leswalt School,Leswalt,Stranraer,,DG9 0LJ,gw08officeleswalt@ea.dumgal.sch.uk,01776 870289,Primary,.,.,45,.,.,2.46,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,*
5304822,Angus,Local Authority,Letham Primary School,3 Braehead Road,Letham,BY FORFAR,DD8 2PG,Letham@angusschools.org.uk,01307 476132,Primary,.,.,152,.,.,9.58,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
5423929,Fife,Local Authority,Letham Primary School,Schoolbrae,Letham,CUPAR,KY15 7RN,Lethamps.enquiries@fife.gov.uk,01334 659427,Primary,.,.,37,.,.,2.6,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5347122,Perth & Kinross,Local Authority,Letham Primary School,Struan Road,Perth,,PH1 2NL,Letham@pkc.gov.uk,01738 477550,Primary,.,.,215,.,.,16.88,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,30 - <35%
5501229,West Lothian,Local Authority,Letham Primary School,Forth Drive,Craigshill,LIVINGSTON,EH54 5LZ,wlletham-ps@westlothian.org.uk,01506 432012,Primary,.,.,210,.,.,14.65,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,60 - <65%
5424127,Fife,Local Authority,Leuchars Primary School,Pitlethie Road,Leuchars,ST ANDREWS,KY16 0EZ,Leucharsps.enquiries@fife.gov.uk,01334 659428,Primary,.,.,218,.,.,12.3,.,.,Accessible small towns,Accessible small towns,Non-denominational,10 - <20%,*
1003232,Fife,Local Authority,Levenmouth Academy,Methilhaven Road,Buckhaven,FIFE,KY8 1HL,ronnie.ross@fife.gov.uk,01592 583118,.,Secondary,.,.,1628,.,.,121.49,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,50 - <55%
8300720,West Dunbartonshire,Local Authority,Levenvale Primary School,Argyll Street,Levenvale,ALEXANDRIA,G83 0QN,SchoolOffice.Levenvale@west-dunbarton.gov.uk,01389 773747,Primary,.,.,179,.,.,12,.,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,35 - <40%
6203736,Na h-Eileanan Siar,Local Authority,Leverhulme Memorial School,Leverburgh,Harris,,HS5 3TS,leverhulmeschool@gnes.net,01859 502980,Primary,.,.,26,.,.,3.3,.,.,Remote rural areas,Very Remote Rural,Non-denominational,0%,0%
5201926,Moray,Local Authority,Lhanbryde Primary School,Garmouth Road,Lhanbryde,MORAY,IV30 8PD,admin.lhanbrydep@moray-edunet.gov.uk,01343 842649,Primary,.,.,192,.,.,13.2,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0 - <5%,0%
8548528,South Lanarkshire,Local Authority,Libberton Primary School,Muir Road,Libberton,BIGGAR,ML12 6NB,office@libberton-pri.s-lanark.sch.uk,01899 308281,Primary,.,.,33,.,.,3,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5533430,Edinburgh City,Local Authority,Liberton High School,328 Gilmerton Road,Edinburgh,,EH17 7PT,admin@liberton.edin.sch.uk,0131 664 7514,.,Secondary,.,.,600,.,.,47.06,.,Large urban areas,Large urban areas,Non-denominational,>20%,20 - <25%
5531829,Edinburgh City,Local Authority,Liberton Primary School,229 Gilmerton Road,Edinburgh,,EH16 5UD,admin@liberton-pri.edin.sch.uk,0131 664 2337,Primary,.,.,458,.,.,24.98,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,5 - <10%
5320321,Angus,Local Authority,Liff Primary School,Liff,Dundee,,DD2 5NJ,Liff@angusschools.org.uk,01382 536650,Primary,.,.,96,.,.,6.91,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,*
5620023,Scottish Borders,Local Authority,Lilliesleaf Primary School,Lilliesleaf,Melrose,,TD6 9HX,Lilliesleafps@scotsborders.gov.uk,01835 870251,Primary,.,.,53,.,.,4.45,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,0%
5443628,Fife,Local Authority,Limekilns Primary School,8 Dunfermline Road,Limekilns,DUNFERMLINE,KY11 3JS,Limekilnsps.enquiries@fife.gov.uk,01383 602420,Primary,.,.,136,.,.,9.9,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,*
5744423,Falkirk,Local Authority,Limerigg Primary School,Lochside Road,Limerigg,FALKIRK,FK1 3BY,limeriggprimaryschool@falkirk.gov.uk,01324 851313,Primary,.,.,5,.,.,1.2,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0%,0%
8443645,Glasgow City,Local Authority,Linburn Academy,77 Linburn Road,,GLASGOW,G52 4EX,headteacher@linburn-sec.glasgow.sch.uk,0141 883 2082,.,.,Special,.,.,26,.,.,7.7,Large urban areas,Large urban areas,Non-denominational,>20%,45 - <50%
5936020,Dumfries & Galloway,Local Authority,Lincluden School,Priory Road,Lincluden,DUMFRIES,DG2 0PU,gw08officelincluden@ea.dumgal.sch.uk,01387 273010,Primary,.,.,254,.,.,15.9,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,60 - <65%
1003674,Moray,Local Authority,Linkwood Primary School,Institution Road,,ELGIN,IV30 1RP,mary.smith13@moray-edunet.gov.uk,01343 547782,Primary,.,.,74,.,.,5.4,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,*
5510236,West Lothian,Local Authority,Linlithgow Academy,Braehead Road,Linlithgow,WEST LOTHIAN,EH49 6EH,wllinithgow-ac@westlothian.org.uk,01506 843211,.,Secondary,.,.,1271,.,.,87.78,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0 - <5%
5503027,West Lothian,Local Authority,Linlithgow Bridge Primary School,East Mill Road,Linlithgow Bridge,WEST LOTHIAN,EH49 7PB,wllinlithgowbridge-ps@westlothian.org.uk,01506 671428,Primary,.,.,203,.,.,11.71,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,0 - <5%
5507227,West Lothian,Local Authority,Linlithgow Primary School,Preston Road,Linlithgow,WEST LOTHIAN,EH49 6HB,wllinlithgow-ps@westlothian.org.uk,01506 842686,Primary,.,.,416,.,.,19.6,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,*
5281148,Aberdeen City,Independent,Linn Moor School,Peterculter,Aberdeen,,AB14 0PJ,Linn.Moor.School@vsa.org.uk,01224 732246,.,.,Special,N/A,N/A,N/A,N/A,N/A,N/A,Accessible rural areas,Accessible rural areas,Non-denominational,N/A,N/A
8312826,West Dunbartonshire,Local Authority,Linnvale Primary School,Livingstone Street,Linnvale,CLYDEBANK,G81 2RL,SchoolOffice.Linnvale@west-dunbarton.gov.uk,0141 952 2625,Primary,.,.,207,.,.,14,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,65 - <70%
8628432,Renfrewshire,Local Authority,Linwood High School,Stirling Drive,Linwood,,PA3 3NB,linwoodhighenquiries@renfrewshire.gov.uk,01505 336146,.,Secondary,.,.,408,.,.,40.5,.,Large urban areas,Large urban areas,Non-denominational,0 - <5%,30 - <35%
6232736,Na h-Eileanan Siar,Local Authority,Lionel School,Lionel,Port of Ness,ISLE OF LEWIS,HS2 0XB,lionelschool@gnes.net,01851 810208,Primary,.,.,60,.,.,5.57,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
8105928,Argyll & Bute,Local Authority,Lismore Primary School,Isle Of Lismore,Oban,ARGYLL,PA34 5UG,enquiries-lismore@argyll-bute.gov.uk,01631 760258,Primary,.,.,9,.,.,1.4,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
8241821,East Ayrshire,Local Authority,Littlemill Primary School,Littlemill,Rankinston,,KA6 7HJ,cindy.o'driscoll@east-ayrshire.gov.uk,01292 590221,Primary,.,.,27,.,.,3.58,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,95% or more
5502225,West Lothian,Local Authority,Livingston Village Primary School,Kirkton North Road,Livingston Village,WEST LOTHIAN,EH54 7EQ,wllivingstonvillage-ps@westlothian.org.uk,01506 429620,Primary,.,.,196,.,.,11.09,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,*
8222223,East Ayrshire,Local Authority,Loanhead Primary School,Dick Road,Kilmarnock,,KA1 3AP,elizabeth.waugh@east-ayrshire.gov.uk,01563 522938,Primary,.,.,210,.,.,12.4,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,25 - <30%
5543924,Midlothian,Local Authority,Loanhead Primary School,34 Edgefield Road,Loanhead,,EH20 9DY,loanhead.ps@midlothian.gov.uk,0131 271 4625,Primary,.,.,196,.,.,10.1,.,.,Accessible small towns,Accessible small towns,Non-denominational,10 - <20%,0 - <5%
5122821,Highland,Local Authority,Loch Duich Primary School,Kyle Of Lochalsh,,,IV40 8HE,lochduich.primary@highland.gov.uk,01599 511379,Primary,.,.,12,.,.,1.53,.,.,Remote rural areas,Very Remote Rural,Non-denominational,0%,0%
8457220,South Lanarkshire,Local Authority,Loch Primary School,Lochaber Drive,Springhall,RUTHERGLEN,G73 5HX,office@loch-pri.s-lanark.sch.uk,0141 634 7217,Primary,.,.,195,.,.,12,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,80 - <85%
5135931,Highland,Local Authority,Lochaber High School,Camaghael,Fort William,,PH33 7ND,lochaber.high@highland.gov.uk,01397 702512,.,Secondary,.,.,816,.,.,65.2,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,5 - <10%
5131227,Highland,Local Authority,Lochaline Primary School,Lochaline,By Oban,,PA80 5XT,lochaline.primary@highland.gov.uk,01967 421245,Primary,.,.,19,.,.,1.95,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5937922,Dumfries & Galloway,Local Authority,Locharbriggs School,Wallamhill Road,Locharbriggs,DUMFRIES,DG1 1UW,gw08officelocharbrig@ea.dumgal.sch.uk,01387 710241,Primary,.,.,138,.,.,12.8,.,.,Accessible small towns,Accessible small towns,Non-denominational,0 - <5%,0 - <5%
5140323,Highland,Local Authority,Lochardil Primary School,Lochardil Road,Inverness,,IV2 4LB,lochardil.primary@highland.gov.uk,01463 230250,Primary,.,.,335,.,.,16.7,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,*
5116120,Highland,Local Authority,Lochcarron Primary School,Strathcarron,,,IV54 8YS,lochcarron.primary@highland.gov.uk,01520 722445,Primary,.,.,43,.,.,4.29,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
8106029,Argyll & Bute,Local Authority,Lochdonhead Primary School,Lochdonhead,Isle Of Mull,ARGYLL,PA64 6AP,enquiries-lochdonhead@argyll-bute.gov.uk,01680 812473,Primary,.,.,4,.,.,1.66,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
8435731,Glasgow City,Local Authority,Lochend Community High School,20 Cairnbrook Road,,GLASGOW,G34 0NZ,headteacher@lochendcommunityhigh.glasgow.sch.uk,0141 582 0170,.,Secondary,.,.,420,.,.,46,.,Large urban areas,Large urban areas,Non-denominational,5 - <10%,90 - <95%
8625220,Renfrewshire,Local Authority,Lochfield Primary School,Quarry Road,Paisley,,PA2 7RD,lochfieldenquiries@renfrewshire.gov.uk,0141 884 2464,Primary,.,.,252,.,.,15.8,.,.,Large urban areas,Large urban areas,Non-denominational,5 - <10%,20 - <25%
5447437,Fife,Local Authority,Lochgelly High School,Station Road,Lochgelly,,KY5 8LZ,lochgellyhs.enquiries@fife.gov.uk,01592 583406,.,Secondary,.,.,718,.,.,68.6,.,Accessible rural areas,Accessible rural areas,Non-denominational,0 - <5%,45 - <50%
5443822,Fife,Local Authority,Lochgelly South Primary School,High Street,Lochgelly,,KY5 9LW,Lochgellysouthps.enquiries@fife.gov.uk,01592 583444,Primary,.,.,163,.,.,10.5,.,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,35 - <40%
5444020,Fife,Local Authority,Lochgelly West Primary School,15 Main Street,Lochgelly,,KY5 9NS,Lochgellywestps.enquiries@fife.gov.uk,01592 583445,Primary,.,.,278,.,.,15.2,.,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,35 - <40%
8111030,Argyll & Bute,Local Authority,Lochgilphead High School,Lochgilphead Joint Campus,Kilmory,LOCHGILPHEAD,PA31 8AA,enquirieslochgilpheadhigh@argyll-bute.gov.uk,01546 602598,Primary,Secondary,.,227,454,.,12.84,41.83,.,Remote rural areas,Very Remote Rural,Non-denominational,10 - <20%,0%
8106428,Argyll & Bute,Local Authority,Lochgoilhead Primary School,Lochgoilhead,Argyll,,PA24 8AJ,enquiries-lochgoilhead@argyll-bute.gov.uk,01301 703338,Primary,.,.,23,.,.,2.6,.,.,Remote rural areas,Remote rural areas,Non-denominational,0%,0%
5702941,Clackmannanshire,Local Authority,Lochies School,c/o Deerpark Primary School,Gartmorn Road,SAUCHIE,FK10 3PB,lochies@edu.clacks.gov.uk,01259 216928,.,.,Special,.,.,40,.,.,9.5,Other urban areas,Other urban areas,Non-denominational,*,35 - <40%
5109728,Highland,Local Authority,Lochinver Primary School,Lochinver,By Lairg,,IV27 4LF,lochinver.primary@highland.gov.uk,01571 844235,Primary,.,.,35,.,.,2.5,.,.,Remote rural areas,Very Remote Rural,Non-denominational,0%,0%
5947820,Dumfries & Galloway,Local Authority,Lochmaben School,Lochmaben,Lockerbie,,DG11 1NR,gw08officelochmabenp@ea.dumgal.sch.uk,01387 810208,Primary,.,.,254,.,.,16.1,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
8106126,Argyll & Bute,Local Authority,Lochnell Primary School,Ledaig,Benderloch,ARGYLL,PA37 1QS,enquiries-lochnell@argyll-bute.gov.uk,01631 720300,Primary,.,.,124,.,.,8.27,.,.,Remote rural areas,Very Remote Rural,Non-denominational,10 - <20%,0%
5222020,Aberdeenshire,Local Authority,Lochpots School,Robertson Road,Fraserburgh,ABERDEENSHIRE,AB43 9BF,lochpots.sch@aberdeenshire.gov.uk,01346 515751,Primary,.,.,194,.,.,10.5,.,.,Other urban areas,Other urban areas,Non-denominational,>20%,5 - <10%
5917328,Dumfries & Galloway,Local Authority,Lochrutton School,Lochfoot,Dumfries,,DG2 8NR,gw08officelochrutton@ea.dumgal.sch.uk,01387 730248,Primary,.,.,41,.,.,2.53,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,*
1004166,Aberdeen City,Local Authority,Lochside Academy,Wellington Circle,Altens,ABERDEEN,AB12 3LJ,nehendry@aberdeencity.gov.uk,01224 241720,.,Secondary,.,.,1012,.,.,87.65,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,20 - <25%
5307929,Angus,Local Authority,Lochside Primary School,Nursery Road,Montrose,,DD10 9AN,Lochside@angusschools.org.uk,01674 662615,Primary,.,.,390,.,.,25.58,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,*
8623929,Renfrewshire,Local Authority,Lochwinnoch Primary School,Calder Street,Lochwinnoch,,PA12 4DG,lochwinnochenquiries@renfrewshire.gov.uk,01505 842583,Primary,.,.,223,.,.,13.06,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,*
5948630,Dumfries & Galloway,Local Authority,Lockerbie Academy,Glasgow Road,Lockerbie,DUMFRIESSHIRE,DG11 2AT,gw08officelockerbiea@ea.dumgal.sch.uk,01576 205170,.,Secondary,.,.,743,.,.,57,.,Accessible small towns,Accessible small towns,Non-denominational,0 - <5%,0%
5948827,Dumfries & Galloway,Local Authority,Lockerbie Primary School,Glasgow Road,Lockerbie,,DG11 2AT,gw09officelockerbiep@ea.dumgal.sch.uk,01576 205180,Primary,.,.,318,.,.,19.3,.,.,Accessible small towns,Accessible small towns,Non-denominational,5 - <10%,*
8241023,East Ayrshire,Local Authority,Logan Primary School,Logangate Terrace,Cumnock,,KA18 3HD,Denise.maccoll@east-ayrshire.gov.uk,01290 421916,Primary,.,.,92,.,.,8.98,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,90 - <95%
8512922,North Lanarkshire,Local Authority,Logans Primary School,Logans Road,Motherwell,,ML1 3PH,ht@logans.n-lanark.sch.uk,01698 274972,Primary,.,.,144,.,.,9.6,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,85 - <90%
5257026,Aberdeenshire,Local Authority,Logie Coldstone School,Dinnet,Aboyne,ABERDEENSHIRE,AB34 5PQ,logiecoldstone.sch@aberdeenshire.gov.uk,01339 881272,Primary,.,.,19,.,.,2.7,.,.,Remote rural areas,Remote rural areas,Non-denominational,0%,0%
5227623,Aberdeenshire,Local Authority,Logie Durno School,Pitcaple,Inverurie,ABERDEENSHIRE,AB51 5EN,logiedurno.sch@aberdeenshire.gov.uk,01467 681224,Primary,.,.,26,.,.,2.9,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5202027,Moray,Local Authority,Logie Primary School,Dunphail,Forres,MORAY,IV36 2QG,admin.logiep@moray-edunet.gov.uk,01309 611258,Primary,.,.,24,.,.,2.6,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5345421,Perth & Kinross,Local Authority,Logiealmond Primary School,Harrietfield,Perth,,PH1 3TB,logiealmond@pkc.gov.uk,01738 459560,Primary,.,.,11,.,.,1.36,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0%,0%
5345529,Perth & Kinross,Local Authority,Logierait Primary School,Ballinluig,Pitlochry,,PH9 0LG,Logierait@pkc.gov.uk,01796 474646,Primary,.,.,16,.,.,1.5,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,0%
5246024,Aberdeen City,Local Authority,Loirston School,Loirston Avenue,Cove Bay,ABERDEEN,AB12 3HE,loirston@aberdeencity.gov.uk,01224 897686,Primary,.,.,334,.,.,21.8,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,*
8380139,Argyll & Bute,Independent,Lomond School,10 Stafford Street,Helensburgh,DUNBARTONSHIRE,G84 9JX,admin@lomond-school.org,01436 672476,Primary,Secondary,.,N/A,N/A,N/A,N/A,N/A,N/A,Other urban areas,Other urban areas,Non-denominational,N/A,N/A
1004174,Inverclyde,Local Authority,Lomond View Academy,Ingleston Street,Greenock,,PA15 4UQ,INLomondview@glowscotland.onmicrosoft.com,01475 714414,.,.,Special,.,.,16,.,.,5,Other urban areas,Other urban areas,Non-denominational,0%,40 - <45%
8531420,South Lanarkshire,Local Authority,Long Calderwood Primary,Neville,,EAST KILBRIDE,G74 3QT,office@longcalderwood-ps.s-lanark.sch.uk,01355 224414,Primary,.,.,183,.,.,10.4,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,5 - <10%
5339227,Perth & Kinross,Local Authority,Longforgan Primary School,66 Main Street,Longforgan,,DD2 5EU,Longforgan@pkc.gov.uk,01738 459640,Primary,.,.,109,.,.,7.9,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
5326125,Dundee City,Local Authority,Longhaugh Primary,9 Lothian Crescent,Dundee,,DD4 0SX,longhaugh.primary@dundeecity.gov.uk,01382 438540,Primary,.,.,295,.,.,22.1,.,.,Large urban areas,Large urban areas,Non-denominational,0 - <5%,60 - <65%
5217628,Aberdeenshire,Local Authority,Longhaven School,Longhaven,Peterhead,ABERDEENSHIRE,AB42 0NU,longhaven.sch@aberdeenshire.gov.uk,01779 812656,Primary,.,.,.,.,.,.,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,N/A,N/A
5554020,East Lothian,Local Authority,Longniddry Primary School,Kitchener Crescent,Longniddry,EAST LOTHIAN,EH32 0LR,longniddry.ps@longniddry.elcschool.org.uk,01875 853161,Primary,.,.,199,.,.,10.09,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
5507723,West Lothian,Local Authority,Longridge Primary School,School Road,Longridge,WEST LOTHIAN,EH47 8AG,wllongridge-ps@westlothian.org.uk,01501 770208,Primary,.,.,89,.,.,7.54,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,5 - <10%
5217725,Aberdeenshire,Local Authority,Longside School,22 Inn Brae,Longside Peterhead,ABERDEENSHIRE,AB42 4TP,longside.sch@aberdeenshire.gov.uk,01779 821233,Primary,.,.,155,.,.,8.8,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
5526523,Edinburgh City,Local Authority,Longstone Primary School,Redhall Grove,Edinburgh,,EH14 2DU,admin@longstone.edin.sch.uk,0131 443 4743,Primary,.,.,270,.,.,15.1,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,20 - <25%
5936225,Dumfries & Galloway,Local Authority,Loreburn School,George Street,Dumfries,,DG1 1EA,gw08officeloreburn@ea.dumgal.sch.uk,01387 254642,Primary,.,.,165,.,.,10.8,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,25 - <30%
5550424,East Lothian,Local Authority,Loretto RC Primary School,20 Newbigging,Musselburgh,EAST LOTHIAN,EH21 7AH,loretto.ps@loretto.elcschool.org.uk,0131 6652572,Primary,.,.,194,.,.,10.68,.,.,Large urban areas,Large urban areas,Roman Catholic,>20%,*
5582334,East Lothian,Independent,Loretto School,1-7 Linkfield Road,Musselburgh,EAST LOTHIAN,EH21 7RE,admissions@loretto.com,0131 6534444/4400,Primary,Secondary,.,N/A,N/A,N/A,N/A,N/A,N/A,Large urban areas,Large urban areas,Non-denominational,N/A,N/A
5526620,Edinburgh City,Local Authority,Lorne Primary School,7 Lorne Street,Edinburgh,,EH6 8QS,admin@lorne.edin.sch.uk,0131 554 2308,Primary,.,.,230,.,.,12.76,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,15 - <20%
8416028,Glasgow City,Local Authority,Lorne Street Primary School,28 Lorne Street,,GLASGOW,G51 1DP,headteacher@lornestreet-pri.glasgow.sch.uk,0141 427 1315,Primary,.,.,198,.,.,12.5,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,10 - <15%
5702631,Clackmannanshire,Local Authority,Lornshill Academy,Tullibody Road,Alloa,,FK10 2ES,lornshill@edu.clacks.gov.uk,01259 214331,.,Secondary,.,.,977,.,.,78.8,.,Accessible rural areas,Accessible rural areas,Non-denominational,0 - <5%,30 - <35%
5203139,Moray,Local Authority,Lossiemouth High School,Coulardbank Road,Lossiemouth,MORAY,IV31 6JU,admin.lossiehigh@moray-edunet.gov.uk,01343 812047,.,Secondary,.,.,500,.,.,39.41,.,Accessible rural areas,Accessible rural areas,Non-denominational,0 - <5%,0%
8223831,East Ayrshire,Local Authority,Loudoun Academy,Glasgow Road,Galston,,KA4 8PD,scott.robertson@east-ayrshire.gov.uk,01563 820061,.,Secondary,.,.,862,.,.,71.2,.,Accessible rural areas,Accessible rural areas,Non-denominational,0 - <5%,20 - <25%
8212120,North Ayrshire,Local Authority,Loudoun-Montgomery Primary School,Ayr Road,,IRVINE,KA12 8DF,loudounmont@ea.n-ayrshire.sch.uk,01294 279031,Primary,.,.,113,.,.,10.3,.,.,Other urban areas,Other urban areas,Non-denominational,*,80 - <85%
8416125,Glasgow City,Local Authority,Lourdes Primary School & Nursery Class,150 Berryknowes Road,,GLASGOW,G52 2DE,headteacher@lourdes-pri.glasgow.sch.uk,0141 882 2305,Primary,.,.,385,.,.,29.2,.,.,Large urban areas,Large urban areas,Roman Catholic,>20%,55 - <60%
8435839,Glasgow City,Local Authority,Lourdes Secondary School,47 Kirriemuir Avenue,,GLASGOW,G52 3DF,headteacher@lourdes-sec.glasgow.sch.uk,0141 582 0180,.,Secondary,.,.,1250,.,.,102.6,.,Large urban areas,Large urban areas,Roman Catholic,>20%,55 - <60%
5507421,West Lothian,Local Authority,Low Port Primary School,Blackness Road,Linlithgow,WEST LOTHIAN,EH49 7HZ,wllowport-ps@westlothian.org.uk,01506 842060,Primary,.,.,187,.,.,11.52,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,*
8106223,Argyll & Bute,Local Authority,Luing Primary School,Isle of Luing,Oban,ARGYLL,PA34 4TY,enquiries@luing.argyll-bute.sch.uk,01852 314245,Primary,.,.,10,.,.,1.8,.,.,Remote rural areas,Very Remote Rural,Non-denominational,0%,0%
5257123,Aberdeenshire,Local Authority,Lumphanan School,Lumphanan,,ABERDEENSHIRE,AB31 4SE,lumphanan.sch@aberdeenshire.gov.uk,013398 83252,Primary,.,.,60,.,.,4.5,.,.,Remote rural areas,Remote rural areas,Non-denominational,0%,0%
5444225,Fife,Local Authority,Lumphinnans Primary & Community School,Main Street,Lumphinnans,COWDENBEATH,KY4 9HG,lumphinnansps.enquiries@fife.gov.uk,01383 602421,Primary,.,.,131,.,.,9.9,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,45 - <50%
5227720,Aberdeenshire,Local Authority,Lumsden School,Lumsden,Huntly,ABERDEENSHIRE,AB54 4JR,lumsden.sch@aberdeenshire.gov.uk,01464 635150,Primary,.,.,12,.,.,2.1,.,.,Remote rural areas,Remote rural areas,Non-denominational,0%,0%
5349729,Perth & Kinross,Local Authority,Luncarty Primary School,Marshall Road,Luncarty,PERTHSHIRE,PH1 3EX,luncarty@pkc.gov.uk,01738 474185,Primary,.,.,143,.,.,8.14,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,0%
1003224,Highland,Local Authority,Lundavra Primary School,Lundavra Road,Fort William,,PH33 6JN,lundavra.primary@highland.gov.uk,01397 707362,Primary,.,.,211,.,.,11.3,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,20 - <25%
5424224,Fife,Local Authority,Lundin Mill Primary School,Pitcruvie Park,Lundin Links,LEVEN,KY8 6HY,LundinMillps.enquiries@fife.gov.uk,01333 320721,Primary,.,.,94,.,.,6.44,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,*
6101828,Shetland Islands,Local Authority,Lunnasting Primary School,Vidlin,Shetland,,ZE2 9QB,lunnasting@shetland.gov.uk,01595 745690,Primary,.,.,15,.,.,2.35,.,.,Remote rural areas,Very Remote Rural,Non-denominational,0%,0%
8303320,Argyll & Bute,Local Authority,Luss Primary School,Luss,By Alexandria,,G83 8NY,enquiries-luss@argyll-bute.gov.uk,01436 860244,Primary,.,.,8,.,.,1.3,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0%,0%
