"","PEB","educ","hhincome","Dem","Rep","female","Ideology","age","urban","public","private","NEP","CNS","environmentalist","enviro.move","age.1","act.org","cand","money.org","cont.off","cont.bus","petition","meeting","product","water","buycott","recycle","energy","stocks","nep1","nep2_r","nep3","nep4_r","nep5","nep6_r","nep7","nep8_r","nep9","nep10_r","nep11","nep12_r","nep13","nep14_r","nep15","cns1","cns2","cns3","cns4_r","cns5","cns6","cns7","cns8","cns9","cns10","cns11","cns12_r","cns13","cns14_r","mes1_r","mes_2","mes_3","mes_4","mes_5","mes_6","mes_7","mes8_r","mes_9","mes10_r","mes_11","mes_12","mes_13","mes_14","mes_15","mes_16","mes_17","mes_18","mes_19","mes_20","mes_21","mes22_r","mes23_r","mes_24","mes_25","mes_26","mes27_r","MES"
"498",1,5,6,0,1,0,6,64,1,0,1,2.6,2.5,0,2,64,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,2,1,4,5,5,4,1,5,4,5,2,1,2,4,4,2,2,4,4,4,4,4,4,4,2,4,3,2,4,2,2,4,1,4,3,4,3,3,3,4,3,4,3,3,2,2,2,3,4,3,2,3,2,3,2.88888888888889
"499",7,4,4,1,0,1,4,21,2,3,4,4.2,4.42857142857143,0,3,21,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,5,1,5,1,1,1,4,1,1,1,1,2,1,3,3,1,1,2,3,1,1,2,1,1,1,1,5,5,5,5,5,5,5,5,3,5,3,3,5,5,4,5,3,5,5,5,5,5,5,5,2,3,2,4.37037037037037
"500",8,5,8,1,0,0,2,34,3,3,5,4.33333333333333,3.71428571428571,0,3,34,0,1,0,1,0,1,0,1,1,1,1,1,0,2,2,1,2,1,4,1,1,1,1,2,2,2,2,1,2,2,1,3,2,3,3,2,2,2,2,3,2,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,4.85185185185185
"501",6,6,8,0,1,1,3,55,3,1,5,3.46666666666667,4.21428571428571,0,3,55,0,1,0,0,0,0,0,1,1,1,1,1,0,5,2,2,4,2,2,2,2,2,4,2,2,1,4,2,4,1,1,2,1,1,1,1,2,2,1,4,2,2,4,4,4,5,4,4,4,5,4,2,4,5,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4.11111111111111
"502",11,4,4,1,0,1,1,55,2,6,5,4.73333333333333,4.42857142857143,1,4,55,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,3,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"503",4,6,6,0,1,0,6,51,2,2,2,3.26666666666667,2.64285714285714,0,3,51,0,0,1,0,0,1,0,1,0,0,1,0,0,2,4,1,4,2,5,2,2,2,4,2,4,2,3,2,5,4,2,4,4,3,3,2,4,4,3,3,4,2,2,3,3,5,5,5,5,4,3,4,5,3,4,4,4,5,5,5,4,3,5,5,2,3,3,4,3,3.92592592592593
"504",2,5,8,1,0,1,4,40,3,0,2,4.06666666666667,3.21428571428571,0,3,40,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,1,3,1,4,1,2,1,1,2,1,2,3,1,4,3,1,3,3,3,3,3,3,3,3,3,2,2,4,5,4,4,4,5,4,4,5,5,5,5,5,5,4,4,5,3,4,3,5,5,5,3,3,4,4,4.2962962962963
"505",8,6,8,1,0,1,2,54,3,3,5,4.6,4.5,1,4,54,0,1,1,1,0,0,0,1,1,1,1,1,0,3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,3,2,1,4,5,5,5,5,5,4,5,5,5,5,5,5,5,2,4,5,5,5,4,5,5,4,5,2,5,5,4.59259259259259
"506",8,5,6,0,1,0,2,33,3,5,3,3.13333333333333,3.57142857142857,1,3,33,0,1,1,1,1,0,1,1,0,0,1,1,0,2,3,2,5,2,5,2,3,2,5,2,4,2,3,1,2,1,2,3,2,3,2,1,2,3,2,4,3,4,3,5,3,3,4,3,4,1,4,3,4,3,4,5,4,4,3,4,5,4,3,2,1,4,3,4,1,3.37037037037037
"507",3,4,5,0,1,0,4,51,3,0,3,3.2,3.42857142857143,0,3,51,0,0,0,0,0,0,0,1,1,0,0,1,0,3,3,4,3,2,3,2,4,2,3,2,3,2,4,2,3,3,2,2,3,2,2,3,3,2,2,3,3,3,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3.88888888888889
"508",3,6,6,0,1,1,6,72,2,0,3,2.2,3.42857142857143,0,2,72,0,0,0,0,0,0,0,0,1,0,1,1,0,4,4,3,4,4,4,4,4,2,4,4,5,3,4,4,2,2,2,2,2,3,3,3,2,2,2,4,4,3,2,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,2,4,3,3,4,3,2,2,3.33333333333333
"509",7,6,7,1,0,1,2,45,2,2,5,3.4,3.64285714285714,1,3,45,0,1,1,0,0,0,0,1,1,1,1,1,0,4,4,2,2,2,5,1,1,1,1,4,2,3,4,3,2,2,2,2,3,2,3,2,2,4,2,3,2,2,4,4,4,4,5,4,4,5,4,5,5,4,4,5,4,5,5,4,3,4,5,5,5,4,5,4,5,4.40740740740741
"510",8,5,8,1,0,0,4,72,2,4,4,3.86666666666667,3.64285714285714,1,3,72,0,1,1,1,0,1,0,1,0,1,1,1,0,2,2,1,4,1,2,2,2,2,1,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,4,4,2,2,5,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4.03703703703704
"511",3,5,6,0,1,0,6,33,2,0,3,2.46666666666667,2,0,1,33,0,0,0,0,0,0,0,0,1,0,1,1,0,2,4,3,3,2,5,4,2,2,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,2,4,2,2,4,4,2,2,3,4,4,2,2,4,2,4,4,4,4,2,2,2,3
"512",4,3,1,1,0,1,4,60,1,1,3,4.06666666666667,3.78571428571429,0,3,60,0,0,0,0,0,1,0,0,1,0,1,1,0,3,2,2,3,2,1,1,2,2,2,2,2,1,2,2,3,2,3,2,2,1,2,2,3,3,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",3,3,6,0,1,0,4,55,2,0,3,3.53333333333333,3.57142857142857,0,2,55,0,0,0,0,0,0,0,1,0,0,1,1,0,5,1,1,3,2,5,1,2,1,3,4,1,2,2,4,3,2,2,2,2,2,2,2,2,3,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",7,5,3,1,0,1,2,26,2,3,4,4.6,3.85714285714286,1,3,26,0,1,1,0,0,1,0,1,0,1,1,1,0,3,2,1,1,1,4,1,1,1,1,1,1,1,1,1,3,2,1,3,3,1,1,1,3,2,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",7,6,6,1,0,1,4,66,1,2,5,4.33333333333333,4.5,0,3,66,0,1,1,0,0,0,0,1,1,1,1,1,0,3,1,1,1,1,4,1,2,1,1,2,3,2,1,1,2,1,1,1,1,2,1,1,1,1,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",4,6,8,0,1,0,6,55,2,0,4,2.66666666666667,3.57142857142857,0,2,55,0,0,0,0,0,0,0,1,0,1,1,1,0,1,5,2,5,4,5,1,5,1,5,1,4,3,3,5,2,2,2,2,2,2,2,2,2,2,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",7,1,3,0,1,1,5,29,1,3,4,3.86666666666667,3.28571428571429,0,3,29,0,0,0,1,1,1,0,1,1,0,1,1,0,1,4,2,3,1,5,1,2,1,4,3,1,2,1,1,4,4,2,2,2,4,4,2,2,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",3,1,2,1,0,1,2,37,1,0,3,3.4,3.28571428571429,0,3,37,0,0,0,0,0,0,0,1,1,0,0,1,0,2,3,3,3,2,2,2,3,3,3,3,3,2,3,2,3,3,3,2,3,2,2,3,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",8,3,6,1,0,0,3,52,2,3,5,4.13333333333333,4.14285714285714,0,3,52,0,1,0,0,0,1,1,1,1,1,1,1,0,1,2,1,4,2,3,1,2,1,2,1,2,1,3,2,2,2,1,2,2,1,3,2,2,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",5,4,1,0,1,1,4,52,2,1,4,4,3.78571428571429,0,2,52,1,0,0,0,0,0,0,0,1,1,1,1,0,1,2,1,2,2,4,1,3,1,2,3,3,2,2,1,2,3,1,2,2,2,2,3,2,1,2,3,4,2,3,4,4,4,5,4,4,5,3,3,4,4,4,4,4,2,4,4,4,2,4,5,4,4,3,2,3,3.7037037037037
"521",6,4,4,1,0,1,1,21,2,2,4,3.6,3.35714285714286,0,2,21,0,0,1,0,0,1,0,0,1,1,1,1,0,3,2,2,3,2,3,1,3,2,3,3,1,2,3,3,3,2,2,2,3,2,3,2,2,2,3,4,3,4,5,3,5,4,5,5,5,5,4,4,4,4,4,4,3,3,4,4,5,4,4,4,4,3,4,4,4,4.11111111111111
"522",11,5,6,1,0,1,1,72,1,5,5,3.53333333333333,4.14285714285714,1,3,72,1,1,1,1,0,1,0,1,1,1,1,1,1,4,2,2,4,1,5,1,2,1,1,4,4,2,2,2,2,2,1,2,1,1,1,4,2,2,2,2,2,2,3,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,3.81481481481481
"523",9,5,4,0,1,0,6,50,1,4,5,4.66666666666667,4.28571428571429,1,3,50,0,1,0,1,1,1,0,1,1,1,1,1,0,1,2,1,2,1,3,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,3,2,2,2,1,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4.81481481481481
"524",2,4,6,0,1,1,7,64,1,0,2,2,2.71428571428571,0,1,64,0,0,0,0,0,0,0,0,1,0,0,1,0,5,2,5,4,5,5,2,5,2,5,5,5,2,3,5,4,4,3,2,2,4,3,2,3,4,3,4,4,4,3,2,4,4,4,3,4,4,3,2,4,4,4,3,4,2,4,3,2,3,4,4,2,3,2,2,2,3.14814814814815
"525",7,2,1,0,1,1,6,68,1,2,5,4,3.42857142857143,1,3,68,0,1,1,0,0,0,0,1,1,1,1,1,0,3,2,1,2,2,2,2,1,1,2,3,3,2,1,3,2,2,3,2,2,2,2,3,2,4,3,3,4,2,5,3,4,5,4,5,4,5,3,5,5,4,4,4,5,3,4,2,4,3,4,4,2,5,4,3,4,3.96296296296296
"526",12,5,7,0,1,0,1,31,1,6,5,3.2,3.78571428571429,1,2,31,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,3,5,2,5,2,4,1,4,1,4,1,1,2,1,4,2,1,2,2,1,2,1,5,2,5,2,5,4,4,4,3,5,2,3,1,5,4,5,4,4,5,5,5,4,3,4,1,1,5,5,5,1,3.66666666666667
"527",8,6,1,1,0,1,2,51,3,3,5,3.86666666666667,3.64285714285714,1,4,51,0,1,0,1,0,1,0,1,1,1,1,1,0,3,4,2,3,1,3,1,1,1,1,3,3,3,2,1,2,2,2,2,2,2,3,2,3,3,3,3,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,3,4,4,4,4.59259259259259
"528",9,5,7,1,0,0,4,68,1,4,5,4.46666666666667,4,1,3,68,0,1,1,1,0,0,1,1,1,1,1,1,0,2,2,2,1,1,2,1,3,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,4,5,4,4,5,4,5,5,4,5,5,5,4,4,4,5,4,4,4,4,4,5,5,5,4,4,4,4.40740740740741
"529",3,3,8,0,1,0,4,50,1,0,3,2.93333333333333,3.28571428571429,0,2,50,0,0,0,0,0,0,0,0,1,0,1,1,0,4,2,3,3,2,4,3,3,2,4,3,3,3,4,3,2,3,3,2,3,3,3,2,2,3,3,3,3,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,5,5,2,4,4,3,3,3.77777777777778
"530",6,5,3,1,0,1,4,66,1,1,5,3.26666666666667,4.07142857142857,0,3,66,0,0,1,0,0,0,0,1,1,1,1,1,0,2,5,2,5,1,4,1,3,1,2,4,3,1,4,3,3,2,1,2,2,1,1,2,2,2,2,3,2,2,2,4,4,4,5,5,5,4,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,3,4,4.11111111111111
"531",9,3,6,0,1,1,5,52,1,4,5,3.4,3.64285714285714,0,4,52,1,1,1,0,1,0,0,1,1,1,1,1,0,5,2,2,1,1,5,1,1,1,2,4,5,5,2,2,2,1,2,1,2,1,2,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4.88888888888889
"532",3,6,8,1,0,1,4,29,3,0,3,3.6,3.71428571428571,0,3,29,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3,2,2,2,4,2,2,2,2,3,2,2,4,1,2,2,2,3,2,2,2,2,2,2,3,3,3,2,3,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,5,5,5,5,4,4,3,4.07407407407407
"533",7,1,2,1,0,1,7,30,1,2,5,4,3.42857142857143,0,3,30,0,0,0,0,1,1,0,1,1,1,1,1,0,1,2,1,2,1,5,1,5,1,4,1,2,1,2,1,2,2,2,2,2,4,2,2,4,4,2,2,2,4,5,1,1,1,1,1,1,5,1,2,4,4,4,4,4,4,4,4,4,1,4,5,2,4,1,4,5,3
"534",0,2,2,0,1,1,4,56,1,0,0,3.53333333333333,3.78571428571429,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,1,5,1,2,1,3,3,4,1,3,3,2,1,2,1,4,3,2,1,3,2,2,4,1,3,2,4,4,4,4,4,4,5,5,1,2,4,5,4,3,1,4,1,1,4,4,5,3,5,3,3,3,3.40740740740741
"535",1,1,1,1,0,1,4,33,3,0,1,3.26666666666667,3.21428571428571,0,3,33,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,3,2,4,3,3,3,3,3,3,3,3,3,4,2,2,3,3,2,2,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",8,3,6,0,1,1,4,46,2,3,5,3,3.64285714285714,0,3,46,1,1,0,0,0,0,1,1,1,1,1,1,0,3,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,2,2,3,2,2,2,2,2,2,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537",2,3,8,1,0,0,2,60,2,0,2,2.53333333333333,2.78571428571429,0,2,60,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,4,4,4,5,2,4,1,4,4,2,4,4,4,4,4,3,2,4,4,4,2,4,3,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",7,6,5,1,0,1,4,68,2,2,5,4.2,3.71428571428571,0,3,68,0,1,0,0,0,1,0,1,1,1,1,1,0,2,2,2,2,1,2,2,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",3,5,7,0,1,0,5,71,2,0,3,3.4,3.5,0,2,71,0,0,0,0,0,0,0,0,1,0,1,1,0,3,4,2,3,2,2,4,2,1,4,2,2,2,2,4,2,2,2,2,2,2,4,3,3,2,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",7,5,7,1,0,1,2,63,2,2,4,2.6,3.14285714285714,0,2,63,0,0,0,0,0,1,1,0,1,1,1,1,1,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,3,2,3,1,3,2,3,3,3,4,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",5,2,4,0,1,1,4,30,1,0,5,3.93333333333333,3.14285714285714,0,2,30,0,0,0,0,0,0,0,1,1,1,1,1,0,2,1,1,4,1,5,1,1,5,3,1,1,2,2,1,2,2,2,3,4,3,3,2,5,3,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",13,6,2,1,0,1,1,77,2,7,5,4.26666666666667,4.35714285714286,0,3,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,4,1,3,1,1,3,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",8,3,7,0,1,1,2,24,2,3,4,3.06666666666667,3.28571428571429,1,2,24,1,0,1,0,0,1,0,1,0,1,1,1,1,4,5,1,3,1,5,2,2,2,4,2,5,4,1,3,2,4,2,4,5,4,2,3,1,2,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",4,5,7,1,0,1,3,31,2,1,3,3.53333333333333,3.21428571428571,0,2,31,0,0,0,0,0,1,0,1,1,1,0,0,0,2,3,2,3,2,3,1,3,2,3,2,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",7,3,7,0,1,1,3,24,2,2,5,3.53333333333333,3.85714285714286,0,3,24,0,0,1,0,0,1,0,1,1,1,1,1,0,2,2,2,2,2,5,1,4,2,2,2,4,2,3,2,2,2,2,2,2,1,1,2,2,3,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",2,4,6,0,1,1,7,26,1,0,2,3.26666666666667,3.07142857142857,0,3,26,0,0,0,0,0,0,0,0,1,0,1,0,0,5,4,1,2,2,4,2,2,2,2,4,4,2,4,1,2,3,2,2,4,4,4,3,3,2,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",4,4,6,0,1,0,1,30,2,2,1,2.66666666666667,3.42857142857143,1,4,30,1,0,0,1,0,0,0,0,1,0,0,0,1,2,5,2,4,2,5,2,5,2,5,2,5,2,5,2,1,3,2,3,2,4,1,2,3,3,2,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",8,2,8,1,0,1,4,51,2,3,5,4.26666666666667,3.78571428571429,0,3,51,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,3,1,4,1,1,2,1,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",0,3,1,1,0,1,2,63,2,0,0,4.6,3.5,0,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,4,1,1,1,1,1,1,1,1,1,5,5,1,3,2,1,3,2,2,1,3,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",2,2,1,0,1,1,7,72,3,0,2,2.26666666666667,3.14285714285714,0,1,72,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,3,3,4,5,1,5,1,5,5,4,4,3,5,3,3,3,2,2,3,2,4,3,2,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",7,3,3,0,1,1,4,46,3,3,4,4,3.57142857142857,0,4,46,0,0,0,1,0,1,1,1,1,0,1,1,0,1,4,2,3,1,1,2,2,1,2,3,4,1,2,1,2,1,2,2,2,2,2,3,3,3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",8,3,7,1,0,1,4,33,2,3,5,3.8,3.85714285714286,1,2,33,0,1,1,0,0,1,0,1,1,1,1,1,0,3,2,2,4,2,4,1,2,2,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",5,1,2,1,0,1,4,33,1,0,5,3.4,3.35714285714286,0,3,33,0,0,0,0,0,0,0,1,1,1,1,1,0,1,4,1,5,2,5,1,3,1,4,2,2,3,3,2,4,3,2,4,2,2,3,1,3,2,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",7,6,7,0,1,0,7,28,3,4,2,3.6,4.07142857142857,1,4,28,1,0,1,0,1,0,1,1,0,1,0,0,1,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,2,1,4,1,2,1,2,1,2,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",9,6,7,1,0,1,4,73,2,4,5,3.33333333333333,4.07142857142857,1,4,73,0,1,1,1,0,1,0,1,1,1,1,1,0,2,4,2,2,4,4,4,2,1,2,2,4,2,3,2,2,2,2,2,1,1,2,2,2,2,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",1,5,5,0,1,0,4,39,2,0,1,3.33333333333333,3.07142857142857,0,3,39,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,4,2,4,2,4,3,3,3,2,2,3,2,3,3,3,3,3,3,2,2,3,3,4,4,3,2,2,4,4,4,4,4,4,2,4,2,2,3,4,2,4,5,3,4,2,1,3,3,2,4,4,2,2,3.11111111111111
"557",2,2,3,0,1,0,4,59,1,0,2,3.33333333333333,3.78571428571429,0,3,59,0,0,0,0,0,0,0,0,1,0,1,0,0,4,2,2,4,1,3,2,2,1,1,5,5,1,3,4,2,2,2,2,3,2,2,2,2,2,2,4,2,2,2,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3.81481481481481
"558",1,1,8,0,1,0,7,19,1,0,1,2.2,2.71428571428571,0,1,19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,4,4,5,3,5,4,3,5,2,5,2,5,4,2,3,4,3,3,4,4,2,2,4,3,5,4,3,5,1,2,3,3,1,2,2,3,2,4,2,1,2,2,1,2,2,2,1,3,2,2,2,3,1,1,2.11111111111111
"559",11,5,5,1,0,0,2,44,3,5,5,4.46666666666667,4.57142857142857,1,4,44,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,1,3,1,2,1,2,1,1,1,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.40740740740741
"560",13,1,7,1,0,0,1,30,3,7,5,3.06666666666667,4,1,1,30,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,4,1,5,2,5,1,4,1,4,1,5,2,1,2,1,4,1,2,1,1,1,1,2,4,2,5,2,5,4,5,4,5,5,1,5,2,5,4,5,4,5,5,5,4,5,4,5,2,1,4,5,4,1,3.92592592592593
"561",11,5,6,1,0,0,2,62,2,6,5,4.46666666666667,3.21428571428571,1,4,62,1,1,1,1,0,1,1,1,1,1,1,1,0,2,2,1,2,1,1,2,2,2,1,2,1,1,2,1,4,3,2,2,4,3,2,2,4,2,2,1,3,5,1,5,5,5,5,5,5,5,5,5,5,4,5,4,3,4,5,5,5,4,5,5,5,5,5,4,5,4.59259259259259
"562",1,2,3,0,1,0,4,61,2,0,1,3,2.71428571428571,0,2,61,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1,5,2,5,4,4,1,4,3,3,2,3,3,3,2,3,5,4,3,3,5,2,3,3,4,3,2,3,4,4,4,4,5,1,3,3,5,5,5,5,5,4,4,5,3,2,4,4,4,5,4,4,3,3.85185185185185
"563",7,2,3,0,1,0,5,38,1,2,5,3.26666666666667,3.21428571428571,0,3,38,0,0,0,1,0,1,0,1,1,1,1,1,0,2,2,2,3,2,4,3,3,1,4,3,4,3,3,2,3,3,2,3,2,3,2,2,2,3,3,4,4,3,2,3,4,4,5,4,5,5,4,4,4,4,5,4,4,3,4,4,4,4,5,4,3,4,3,4,4,3.96296296296296
"564",5,3,4,1,0,0,3,57,2,1,4,3.26666666666667,3.35714285714286,0,3,57,0,1,0,0,0,0,0,1,1,0,1,1,0,1,4,2,2,4,4,4,4,1,2,5,2,2,2,2,2,2,2,4,2,3,2,3,3,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3.92592592592593
"565",5,5,8,1,0,0,4,59,2,1,4,3.86666666666667,3.21428571428571,0,3,59,0,0,0,0,0,1,0,0,1,1,1,1,0,4,2,2,3,2,2,2,2,1,2,2,1,2,3,2,3,3,2,2,2,2,3,3,4,3,4,4,2,2,4,4,5,4,4,4,4,4,4,4,5,4,5,4,4,5,4,5,4,4,4,4,3,4,4,3,2,4.03703703703704
